"A" "B" "C" "D" "E" "F" "G" "H" "I" "J" "y"
-2.93549960545085 0.0817644551334495 7.00670386115904 7.05045010413262 1.61280192391622 -3.14844504461559 0.497785346589879 10.8929029598949 -1.41028360038329 11.9636273263561 129.19904238212
-7.25110493886991 -1.44603578385246 3.23386170942762 1.94965926016484 -0.895139791277588 -5.03832345622986 -3.2414227504009 10.8471899223641 3.93951749215596 7.57460011622705 132.889314682003
-1.3815596042286 -0.963690999149452 7.9088840650619 2.40600622041965 1.82205697838272 -1.21310051667335 3.02958691376282 10.0837862236864 5.77108646322354 9.57230527637488 149.758606270421
-0.860388651917692 0.180296871973794 4.29569127403838 4.36554038646151 -1.9968188674651 -3.24417074276894 0.923064419302609 12.1891769464339 4.93408286494202 7.22249134032656 136.250461812381
-0.827179020332111 0.735357946966275 4.05909384990554 2.77784911544449 3.00685261391709 -5.51970758169901 0.654543686902959 6.91185865238696 3.50788590973016 9.06599076133073 137.840184738246
-2.86935465608114 -5.98913957735884 6.96664175163043 3.06662992253517 -1.90560772697643 -3.55192462782812 -1.2637446843102 8.94769875587011 0.291965258175319 7.19121030478057 32.5242119557388
-2.63436350583602 -0.213099611941896 6.38657495059924 -0.956327558839 -0.1337930883934 -4.29415667412496 -3.13591840801473 12.4075824671524 4.44491486807697 8.81218729065013 143.942021900051
-0.618664474255602 1.42995170909895 4.76787388136971 1.99499852632415 1.21825887819553 -6.31779391984506 -0.296042685785254 8.84466735913721 3.48269995472099 7.76744237495965 131.786432924615
-1.1046497156828 0.674517555460918 7.98941556396345 4.63460423326921 -2.22950350114214 -4.1483618216374 -3.0562893105778 13.6144282065049 1.77783808181165 8.74376414774777 135.087521412086
-1.72937747796273 0.0415992064432682 5.8429992674801 0.660852821721357 0.0750451924847207 -6.22140096069423 -0.799768840367069 11.4760631742917 5.68103972126169 6.29570884430262 143.650788860194
-0.923071923530176 2.05282287287747 5.44541311317477 3.0289343878806 1.28942559168667 -6.5502633958657 -4.27423836526157 8.55670429822804 1.76336773704461 10.0551890454928 145.737080894954
-2.82375621076979 -1.35134103818244 5.08782199099994 3.95281559208678 2.77541268225006 -3.55652227994121 -3.45176684708099 10.6236480253781 4.76585855123094 6.39937427646551 174.78836519399
